timestamp,qubit,readout_error
2026-06-07T05:14:17.182912+00:00,134,0.00732421875
2026-06-07T05:14:17.182912+00:00,135,0.0220947265625
2026-06-07T05:14:17.182912+00:00,136,0.006103515625
2026-06-07T05:14:17.182912+00:00,137,0.00927734375
2026-06-07T05:14:17.182912+00:00,138,0.011962890625
2026-06-07T05:14:17.182912+00:00,139,0.00439453125
2026-06-07T05:14:17.182912+00:00,140,0.0167236328125
2026-06-07T05:14:17.182912+00:00,141,0.005126953125
2026-06-07T05:14:17.182912+00:00,142,0.0093994140625
2026-06-07T05:14:17.182912+00:00,143,0.0120849609375
2026-06-07T05:14:17.182912+00:00,144,0.0206298828125
2026-06-07T05:14:17.182912+00:00,145,0.020263671875
2026-06-07T05:14:17.182912+00:00,146,0.0291748046875
2026-06-07T05:14:17.182912+00:00,147,0.007080078125
2026-06-07T05:14:17.182912+00:00,148,0.008544921875
2026-06-07T05:14:17.182912+00:00,149,0.0089111328125
2026-06-07T05:14:17.182912+00:00,150,0.0130615234375
2026-06-07T05:14:17.182912+00:00,151,0.0076904296875
2026-06-07T05:14:17.182912+00:00,152,0.04541015625
2026-06-07T05:14:17.182912+00:00,153,0.0057373046875
2026-06-07T05:14:17.182912+00:00,154,0.0128173828125
2026-06-07T05:14:17.182912+00:00,155,0.006103515625
